,profile_id,starts_at,ends_at,title,description,company,location
405,83,2019-09-01,,Graduate Teaching Assistant,"Fall 2019: CS 135 - Functional ProgrammingWinter 2020: CS 136 - Elementary Algorithm Design and Data AbstractionSpring 2020, Fall 2020 and Winter 2021: CS 341 - AlgorithmsSpring 2021: CS 116 - Introduction to Computer Science",University of Waterloo,"Kitchener, Canada Area"
406,83,2019-09-01,,Graduate Research Student,Working at the Natural Language Processing Lab with Dr. Olga Vechtomova (https://ov-research.uwaterloo.ca/).Worked on graph convolutional networks for syntax aware sentence generationWorked on aspect-based sentiment analysis with BERT-based methods and graph convolutional networks for Manulife Financial Corporation.  Also worked on topic modelling for short text.,University of Waterloo,"Kitchener, Canada Area"
407,83,2018-06-01,2018-07-31,Project Trainee,Developed an information bot to answer questions about the company's HR policies.,Mastek Ltd,"Mumbai Area, India"
408,83,2017-10-01,2018-02-28,Project Deep Blue,Participated in Season 3 of Project Deep Blue (http://deepblue.co.in) to build an automated tool that helps NGOs find prospective volunteers on Twitter.,Mastek Ltd,"Mumbai Area, India"
409,84,2019-09-01,2019-12-31,Software Engineer,,Manulife,"Toronto, Ontario, Canada"
410,84,2018-05-01,2018-08-31,IT Developer,,Toronto Transit Commission (TTC),"Toronto, Canada Area"
411,85,2019-09-01,2019-12-31,Software Engineer,Software Engineer in HANA Database Interface Team,SAP,"Waterloo, Canada"
412,85,2019-01-01,2019-04-30,Software Engineer,,Ritual.co,
413,86,2021-08-01,,Developer,,BARC India,Mumbai
414,86,2021-03-01,2021-05-31,Intern - Group Data and Analytics Cell (GDNA),,Aditya Birla Management Corporation Pvt Ltd,
